user_id,nama,kota,paket_langganan
U04610,Pelanggan_4610,Surabaya,Basic
U04611,Pelanggan_4611,Bandung,Pro
U04612,Pelanggan_4612,Medan,Premium
U04613,Pelanggan_4613,Makassar,Pro
U04614,Pelanggan_4614,Bandung,Premium
U04615,Pelanggan_4615,Bandung,Premium
U04616,Pelanggan_4616,Surabaya,Basic
U04617,Pelanggan_4617,Bandung,Premium
U04618,Pelanggan_4618,Bandung,Premium
U04619,Pelanggan_4619,Bandung,Premium
U04620,Pelanggan_4620,Jakarta,Basic
U04621,Pelanggan_4621,Bandung,Basic
U04622,Pelanggan_4622,Medan,Premium
U04623,Pelanggan_4623,Bandung,Pro
U04624,Pelanggan_4624,Makassar,Pro
U04625,Pelanggan_4625,Jakarta,Basic
U04626,Pelanggan_4626,Medan,Pro
U04627,Pelanggan_4627,Makassar,Basic
U04628,Pelanggan_4628,Bandung,Basic
U04629,Pelanggan_4629,Makassar,Basic
U04630,Pelanggan_4630,Bandung,Pro
U04631,Pelanggan_4631,Jakarta,Premium
U04632,Pelanggan_4632,Jakarta,Premium
U04633,Pelanggan_4633,Surabaya,Premium
U04634,Pelanggan_4634,Makassar,Premium
U04635,Pelanggan_4635,Jakarta,Pro
U04636,Pelanggan_4636,Surabaya,Basic
U04637,Pelanggan_4637,Bandung,Premium
U04638,Pelanggan_4638,Jakarta,Pro
U04639,Pelanggan_4639,Jakarta,Pro
U04640,Pelanggan_4640,Bandung,Premium
U04641,Pelanggan_4641,Makassar,Basic
U04642,Pelanggan_4642,Bandung,Premium
U04643,Pelanggan_4643,Makassar,Premium
U04644,Pelanggan_4644,Bandung,Premium
U04645,Pelanggan_4645,Surabaya,Premium
U04646,Pelanggan_4646,Bandung,Premium
U04647,Pelanggan_4647,Medan,Pro
U04648,Pelanggan_4648,Jakarta,Premium
U04649,Pelanggan_4649,Jakarta,Pro
U04650,Pelanggan_4650,Makassar,Pro
U04651,Pelanggan_4651,Jakarta,Basic
U04652,Pelanggan_4652,Jakarta,Premium
U04653,Pelanggan_4653,Bandung,Premium
U04654,Pelanggan_4654,Makassar,Pro
U04655,Pelanggan_4655,Bandung,Pro
U04656,Pelanggan_4656,Jakarta,Premium
U04657,Pelanggan_4657,Makassar,Premium
U04658,Pelanggan_4658,Bandung,Pro
U04659,Pelanggan_4659,Medan,Basic
U04660,Pelanggan_4660,Makassar,Basic
U04661,Pelanggan_4661,Jakarta,Premium
U04662,Pelanggan_4662,Medan,Basic
U04663,Pelanggan_4663,Jakarta,Premium
U04664,Pelanggan_4664,Makassar,Basic
U04665,Pelanggan_4665,Bandung,Premium
U04666,Pelanggan_4666,Medan,Pro
U04667,Pelanggan_4667,Medan,Basic
U04668,Pelanggan_4668,Bandung,Basic
U04669,Pelanggan_4669,Jakarta,Premium
U04670,Pelanggan_4670,Surabaya,Pro
U04671,Pelanggan_4671,Makassar,Pro
U04672,Pelanggan_4672,Makassar,Premium
U04673,Pelanggan_4673,Makassar,Premium
U04674,Pelanggan_4674,Bandung,Pro
U04675,Pelanggan_4675,Bandung,Pro
U04676,Pelanggan_4676,Makassar,Pro
U04677,Pelanggan_4677,Medan,Basic
U04678,Pelanggan_4678,Medan,Premium
U04679,Pelanggan_4679,Jakarta,Pro
U04680,Pelanggan_4680,Makassar,Premium
U04681,Pelanggan_4681,Jakarta,Basic
U04682,Pelanggan_4682,Makassar,Premium
U04683,Pelanggan_4683,Surabaya,Basic
U04684,Pelanggan_4684,Makassar,Premium
U04685,Pelanggan_4685,Surabaya,Pro
U04686,Pelanggan_4686,Jakarta,Premium
U04687,Pelanggan_4687,Jakarta,Basic
U04688,Pelanggan_4688,Bandung,Basic
U04689,Pelanggan_4689,Medan,Premium
U04690,Pelanggan_4690,Bandung,Pro
U04691,Pelanggan_4691,Makassar,Premium
U04692,Pelanggan_4692,Bandung,Pro
U04693,Pelanggan_4693,Makassar,Basic
U04694,Pelanggan_4694,Bandung,Pro
U04695,Pelanggan_4695,Surabaya,Basic
U04696,Pelanggan_4696,Surabaya,Premium
U04697,Pelanggan_4697,Medan,Basic
U04698,Pelanggan_4698,Jakarta,Pro
U04699,Pelanggan_4699,Makassar,Pro
U04700,Pelanggan_4700,Medan,Premium
U04701,Pelanggan_4701,Surabaya,Premium
U04702,Pelanggan_4702,Medan,Pro
U04703,Pelanggan_4703,Bandung,Pro
U04704,Pelanggan_4704,Jakarta,Basic
U04705,Pelanggan_4705,Medan,Basic
U04706,Pelanggan_4706,Makassar,Premium
U04707,Pelanggan_4707,Bandung,Pro
U04708,Pelanggan_4708,Jakarta,Premium
U04709,Pelanggan_4709,Medan,Pro
U04710,Pelanggan_4710,Bandung,Premium
U04711,Pelanggan_4711,Jakarta,Basic
U04712,Pelanggan_4712,Makassar,Pro
U04713,Pelanggan_4713,Jakarta,Pro
U04714,Pelanggan_4714,Surabaya,Pro
U04715,Pelanggan_4715,Medan,Pro
U04716,Pelanggan_4716,Surabaya,Premium
U04717,Pelanggan_4717,Jakarta,Pro
U04718,Pelanggan_4718,Surabaya,Premium
U04719,Pelanggan_4719,Jakarta,Pro
U04720,Pelanggan_4720,Jakarta,Pro
U04721,Pelanggan_4721,Medan,Premium
U04722,Pelanggan_4722,Surabaya,Basic
U04723,Pelanggan_4723,Surabaya,Basic
U04724,Pelanggan_4724,Bandung,Basic
U04725,Pelanggan_4725,Jakarta,Pro
U04726,Pelanggan_4726,Surabaya,Premium
U04727,Pelanggan_4727,Medan,Premium
U04728,Pelanggan_4728,Jakarta,Pro
U04729,Pelanggan_4729,Makassar,Premium
U04730,Pelanggan_4730,Makassar,Basic
U04731,Pelanggan_4731,Jakarta,Basic
U04732,Pelanggan_4732,Jakarta,Premium
U04733,Pelanggan_4733,Bandung,Basic
U04734,Pelanggan_4734,Surabaya,Pro
U04735,Pelanggan_4735,Bandung,Pro
U04736,Pelanggan_4736,Medan,Pro
U04737,Pelanggan_4737,Jakarta,Basic
U04738,Pelanggan_4738,Surabaya,Basic
U04739,Pelanggan_4739,Surabaya,Basic
U04740,Pelanggan_4740,Jakarta,Pro
U04741,Pelanggan_4741,Bandung,Premium
U04742,Pelanggan_4742,Bandung,Basic
U04743,Pelanggan_4743,Surabaya,Basic
U04744,Pelanggan_4744,Jakarta,Basic
U04745,Pelanggan_4745,Surabaya,Pro
U04746,Pelanggan_4746,Makassar,Basic
U04747,Pelanggan_4747,Jakarta,Pro
U04748,Pelanggan_4748,Bandung,Premium
U04749,Pelanggan_4749,Jakarta,Basic
U04750,Pelanggan_4750,Jakarta,Basic
U04751,Pelanggan_4751,Makassar,Premium
U04752,Pelanggan_4752,Surabaya,Pro
U04753,Pelanggan_4753,Makassar,Premium
U04754,Pelanggan_4754,Medan,Pro
U04755,Pelanggan_4755,Jakarta,Premium
U04756,Pelanggan_4756,Jakarta,Premium
U04757,Pelanggan_4757,Bandung,Basic
U04758,Pelanggan_4758,Medan,Basic
U04759,Pelanggan_4759,Makassar,Premium
U04760,Pelanggan_4760,Jakarta,Premium
U04761,Pelanggan_4761,Medan,Pro
U04762,Pelanggan_4762,Bandung,Pro
U04763,Pelanggan_4763,Bandung,Pro
U04764,Pelanggan_4764,Surabaya,Pro
U04765,Pelanggan_4765,Medan,Premium
U04766,Pelanggan_4766,Bandung,Premium
U04767,Pelanggan_4767,Medan,Premium
U04768,Pelanggan_4768,Medan,Premium
U04769,Pelanggan_4769,Bandung,Pro
U04770,Pelanggan_4770,Jakarta,Premium
U04771,Pelanggan_4771,Jakarta,Basic
U04772,Pelanggan_4772,Surabaya,Premium
U04773,Pelanggan_4773,Jakarta,Pro
U04774,Pelanggan_4774,Surabaya,Basic
U04775,Pelanggan_4775,Jakarta,Basic
U04776,Pelanggan_4776,Jakarta,Pro
U04777,Pelanggan_4777,Makassar,Basic
U04778,Pelanggan_4778,Surabaya,Basic
U04779,Pelanggan_4779,Jakarta,Pro
U04780,Pelanggan_4780,Medan,Pro
U04781,Pelanggan_4781,Medan,Basic
U04782,Pelanggan_4782,Jakarta,Basic
U04783,Pelanggan_4783,Bandung,Basic
U04784,Pelanggan_4784,Jakarta,Premium
U04785,Pelanggan_4785,Bandung,Pro
U04786,Pelanggan_4786,Surabaya,Pro
U04787,Pelanggan_4787,Jakarta,Pro
U04788,Pelanggan_4788,Surabaya,Basic
U04789,Pelanggan_4789,Jakarta,Premium
U04790,Pelanggan_4790,Jakarta,Premium
U04791,Pelanggan_4791,Bandung,Premium
U04792,Pelanggan_4792,Jakarta,Premium
U04793,Pelanggan_4793,Bandung,Basic
U04794,Pelanggan_4794,Surabaya,Premium
U04795,Pelanggan_4795,Makassar,Pro
U04796,Pelanggan_4796,Surabaya,Basic
U04797,Pelanggan_4797,Medan,Basic
U04798,Pelanggan_4798,Medan,Pro
U04799,Pelanggan_4799,Medan,Premium
U04800,Pelanggan_4800,Makassar,Premium
U04801,Pelanggan_4801,Makassar,Basic
U04802,Pelanggan_4802,Medan,Premium
U04803,Pelanggan_4803,Bandung,Basic
U04804,Pelanggan_4804,Medan,Premium
U04805,Pelanggan_4805,Makassar,Pro
U04806,Pelanggan_4806,Jakarta,Pro
U04807,Pelanggan_4807,Medan,Premium
U04808,Pelanggan_4808,Makassar,Pro
U04809,Pelanggan_4809,Medan,Pro
U04810,Pelanggan_4810,Bandung,Premium
U04811,Pelanggan_4811,Bandung,Basic
U04812,Pelanggan_4812,Bandung,Basic
U04813,Pelanggan_4813,Jakarta,Basic
U04814,Pelanggan_4814,Medan,Pro
U04815,Pelanggan_4815,Jakarta,Pro
U04816,Pelanggan_4816,Surabaya,Premium
U04817,Pelanggan_4817,Surabaya,Basic
U04818,Pelanggan_4818,Surabaya,Premium
U04819,Pelanggan_4819,Jakarta,Basic
U04820,Pelanggan_4820,Jakarta,Basic
U04821,Pelanggan_4821,Medan,Premium
U04822,Pelanggan_4822,Makassar,Basic
U04823,Pelanggan_4823,Surabaya,Pro
U04824,Pelanggan_4824,Surabaya,Premium
U04825,Pelanggan_4825,Surabaya,Basic
U04826,Pelanggan_4826,Medan,Pro
U04827,Pelanggan_4827,Bandung,Premium
U04828,Pelanggan_4828,Jakarta,Pro
U04829,Pelanggan_4829,Surabaya,Basic
U04830,Pelanggan_4830,Jakarta,Premium
U04831,Pelanggan_4831,Makassar,Pro
U04832,Pelanggan_4832,Jakarta,Pro
U04833,Pelanggan_4833,Bandung,Premium
U04834,Pelanggan_4834,Bandung,Basic
U04835,Pelanggan_4835,Surabaya,Premium
U04836,Pelanggan_4836,Makassar,Pro
U04837,Pelanggan_4837,Jakarta,Premium
U04838,Pelanggan_4838,Jakarta,Basic
U04839,Pelanggan_4839,Makassar,Premium
U04840,Pelanggan_4840,Makassar,Basic
U04841,Pelanggan_4841,Medan,Premium
U04842,Pelanggan_4842,Surabaya,Basic
U04843,Pelanggan_4843,Surabaya,Pro
U04844,Pelanggan_4844,Jakarta,Basic
U04845,Pelanggan_4845,Bandung,Pro
U04846,Pelanggan_4846,Medan,Pro
U04847,Pelanggan_4847,Bandung,Pro
U04848,Pelanggan_4848,Makassar,Pro
U04849,Pelanggan_4849,Bandung,Pro
U04850,Pelanggan_4850,Jakarta,Pro
U04851,Pelanggan_4851,Medan,Basic
U04852,Pelanggan_4852,Bandung,Basic
U04853,Pelanggan_4853,Surabaya,Pro
U04854,Pelanggan_4854,Bandung,Pro
U04855,Pelanggan_4855,Bandung,Premium
U04856,Pelanggan_4856,Jakarta,Pro
U04857,Pelanggan_4857,Medan,Pro
U04858,Pelanggan_4858,Bandung,Premium
U04859,Pelanggan_4859,Makassar,Basic
U04860,Pelanggan_4860,Bandung,Basic
U04861,Pelanggan_4861,Medan,Basic
U04862,Pelanggan_4862,Makassar,Pro
U04863,Pelanggan_4863,Makassar,Pro
U04864,Pelanggan_4864,Surabaya,Premium
U04865,Pelanggan_4865,Jakarta,Premium
U04866,Pelanggan_4866,Medan,Pro
U04867,Pelanggan_4867,Surabaya,Basic
U04868,Pelanggan_4868,Bandung,Pro
U04869,Pelanggan_4869,Medan,Pro
U04870,Pelanggan_4870,Medan,Basic
U04871,Pelanggan_4871,Medan,Pro
U04872,Pelanggan_4872,Makassar,Pro
U04873,Pelanggan_4873,Jakarta,Pro
U04874,Pelanggan_4874,Medan,Premium
U04875,Pelanggan_4875,Jakarta,Pro
U04876,Pelanggan_4876,Makassar,Basic
U04877,Pelanggan_4877,Jakarta,Premium
U04878,Pelanggan_4878,Makassar,Pro
U04879,Pelanggan_4879,Makassar,Pro
U04880,Pelanggan_4880,Jakarta,Basic
U04881,Pelanggan_4881,Surabaya,Premium
U04882,Pelanggan_4882,Surabaya,Basic
U04883,Pelanggan_4883,Makassar,Pro
U04884,Pelanggan_4884,Jakarta,Basic
U04885,Pelanggan_4885,Jakarta,Premium
U04886,Pelanggan_4886,Bandung,Premium
U04887,Pelanggan_4887,Bandung,Basic
U04888,Pelanggan_4888,Makassar,Pro
U04889,Pelanggan_4889,Medan,Basic
U04890,Pelanggan_4890,Makassar,Pro
U04891,Pelanggan_4891,Medan,Pro
U04892,Pelanggan_4892,Jakarta,Basic
U04893,Pelanggan_4893,Bandung,Pro
U04894,Pelanggan_4894,Makassar,Premium
U04895,Pelanggan_4895,Jakarta,Pro
U04896,Pelanggan_4896,Jakarta,Basic
U04897,Pelanggan_4897,Medan,Basic
U04898,Pelanggan_4898,Makassar,Premium
U04899,Pelanggan_4899,Makassar,Pro
U04900,Pelanggan_4900,Medan,Basic
U04901,Pelanggan_4901,Jakarta,Pro
U04902,Pelanggan_4902,Bandung,Pro
U04903,Pelanggan_4903,Jakarta,Premium
U04904,Pelanggan_4904,Bandung,Pro
U04905,Pelanggan_4905,Jakarta,Premium
U04906,Pelanggan_4906,Surabaya,Premium
U04907,Pelanggan_4907,Surabaya,Basic
U04908,Pelanggan_4908,Medan,Pro
U04909,Pelanggan_4909,Jakarta,Basic
U04910,Pelanggan_4910,Surabaya,Premium
U04911,Pelanggan_4911,Bandung,Pro
U04912,Pelanggan_4912,Surabaya,Basic
U04913,Pelanggan_4913,Jakarta,Pro
U04914,Pelanggan_4914,Bandung,Basic
U04915,Pelanggan_4915,Makassar,Premium
U04916,Pelanggan_4916,Makassar,Pro
U04917,Pelanggan_4917,Medan,Basic
U04918,Pelanggan_4918,Surabaya,Pro
U04919,Pelanggan_4919,Bandung,Basic
U04920,Pelanggan_4920,Makassar,Premium
U04921,Pelanggan_4921,Medan,Pro
U04922,Pelanggan_4922,Jakarta,Premium
U04923,Pelanggan_4923,Jakarta,Basic
U04924,Pelanggan_4924,Jakarta,Basic
U04925,Pelanggan_4925,Medan,Basic
U04926,Pelanggan_4926,Makassar,Basic
U04927,Pelanggan_4927,Bandung,Pro
U04928,Pelanggan_4928,Bandung,Basic
U04929,Pelanggan_4929,Bandung,Premium
U04930,Pelanggan_4930,Surabaya,Basic
U04931,Pelanggan_4931,Surabaya,Basic
U04932,Pelanggan_4932,Bandung,Pro
U04933,Pelanggan_4933,Jakarta,Premium
U04934,Pelanggan_4934,Medan,Pro
U04935,Pelanggan_4935,Surabaya,Basic
U04936,Pelanggan_4936,Surabaya,Premium
U04937,Pelanggan_4937,Medan,Pro
U04938,Pelanggan_4938,Bandung,Premium
U04939,Pelanggan_4939,Bandung,Basic
U04940,Pelanggan_4940,Jakarta,Pro
U04941,Pelanggan_4941,Makassar,Pro
U04942,Pelanggan_4942,Medan,Premium
U04943,Pelanggan_4943,Bandung,Premium
U04944,Pelanggan_4944,Bandung,Pro
U04945,Pelanggan_4945,Jakarta,Premium
U04946,Pelanggan_4946,Bandung,Pro
U04947,Pelanggan_4947,Makassar,Basic
U04948,Pelanggan_4948,Jakarta,Pro
U04949,Pelanggan_4949,Medan,Premium
U04950,Pelanggan_4950,Makassar,Premium
U04951,Pelanggan_4951,Bandung,Premium
U04952,Pelanggan_4952,Medan,Basic
U04953,Pelanggan_4953,Makassar,Basic
U04954,Pelanggan_4954,Surabaya,Basic
U04955,Pelanggan_4955,Jakarta,Basic
U04956,Pelanggan_4956,Bandung,Basic
U04957,Pelanggan_4957,Surabaya,Premium
U04958,Pelanggan_4958,Medan,Basic
U04959,Pelanggan_4959,Bandung,Premium
U04960,Pelanggan_4960,Bandung,Pro
U04961,Pelanggan_4961,Makassar,Pro
U04962,Pelanggan_4962,Surabaya,Pro
U04963,Pelanggan_4963,Makassar,Pro
U04964,Pelanggan_4964,Jakarta,Basic
U04965,Pelanggan_4965,Makassar,Premium
U04966,Pelanggan_4966,Surabaya,Basic
U04967,Pelanggan_4967,Makassar,Pro
U04968,Pelanggan_4968,Makassar,Premium
U04969,Pelanggan_4969,Jakarta,Basic
U04970,Pelanggan_4970,Bandung,Pro
U04971,Pelanggan_4971,Surabaya,Basic
U04972,Pelanggan_4972,Bandung,Pro
U04973,Pelanggan_4973,Medan,Basic
U04974,Pelanggan_4974,Bandung,Basic
U04975,Pelanggan_4975,Jakarta,Premium
U04976,Pelanggan_4976,Makassar,Premium
U04977,Pelanggan_4977,Makassar,Pro
U04978,Pelanggan_4978,Surabaya,Basic
U04979,Pelanggan_4979,Jakarta,Pro
U04980,Pelanggan_4980,Makassar,Basic
U04981,Pelanggan_4981,Medan,Premium
U04982,Pelanggan_4982,Jakarta,Basic
U04983,Pelanggan_4983,Bandung,Pro
U04984,Pelanggan_4984,Jakarta,Basic
U04985,Pelanggan_4985,Bandung,Pro
U04986,Pelanggan_4986,Surabaya,Premium
U04987,Pelanggan_4987,Medan,Pro
U04988,Pelanggan_4988,Medan,Pro
U04989,Pelanggan_4989,Medan,Pro
U04990,Pelanggan_4990,Bandung,Premium
U04991,Pelanggan_4991,Surabaya,Pro
U04992,Pelanggan_4992,Jakarta,Premium
U04993,Pelanggan_4993,Surabaya,Premium
U04994,Pelanggan_4994,Bandung,Pro
U04995,Pelanggan_4995,Jakarta,Basic
U04996,Pelanggan_4996,Jakarta,Basic
U04997,Pelanggan_4997,Makassar,Pro
U04998,Pelanggan_4998,Makassar,Basic
U04999,Pelanggan_4999,Medan,Pro
U05000,Pelanggan_5000,Bandung,Premium
U05001,Pelanggan_5001,Bandung,Premium
U05002,Pelanggan_5002,Bandung,Pro
U05003,Pelanggan_5003,Makassar,Pro
U05004,Pelanggan_5004,Bandung,Premium
U05005,Pelanggan_5005,Medan,Premium
U05006,Pelanggan_5006,Jakarta,Premium
U05007,Pelanggan_5007,Medan,Basic
U05008,Pelanggan_5008,Surabaya,Premium
U05009,Pelanggan_5009,Makassar,Pro
U05010,Pelanggan_5010,Jakarta,Premium
U05011,Pelanggan_5011,Makassar,Basic
U05012,Pelanggan_5012,Makassar,Pro
U05013,Pelanggan_5013,Bandung,Pro
U05014,Pelanggan_5014,Bandung,Basic
U05015,Pelanggan_5015,Medan,Basic
U05016,Pelanggan_5016,Surabaya,Basic
U05017,Pelanggan_5017,Jakarta,Pro
U05018,Pelanggan_5018,Medan,Premium
U05019,Pelanggan_5019,Bandung,Premium
U05020,Pelanggan_5020,Jakarta,Premium
U05021,Pelanggan_5021,Bandung,Basic
U05022,Pelanggan_5022,Jakarta,Pro
U05023,Pelanggan_5023,Jakarta,Basic
U05024,Pelanggan_5024,Medan,Premium
U05025,Pelanggan_5025,Medan,Premium
U05026,Pelanggan_5026,Jakarta,Pro
U05027,Pelanggan_5027,Surabaya,Basic
U05028,Pelanggan_5028,Medan,Pro
U05029,Pelanggan_5029,Bandung,Basic
U05030,Pelanggan_5030,Medan,Pro
U05031,Pelanggan_5031,Medan,Pro
U05032,Pelanggan_5032,Medan,Pro
U05033,Pelanggan_5033,Makassar,Basic
U05034,Pelanggan_5034,Makassar,Basic
U05035,Pelanggan_5035,Medan,Premium
U05036,Pelanggan_5036,Bandung,Basic
U05037,Pelanggan_5037,Medan,Premium
U05038,Pelanggan_5038,Bandung,Basic
U05039,Pelanggan_5039,Medan,Basic
U05040,Pelanggan_5040,Bandung,Basic
U05041,Pelanggan_5041,Makassar,Premium
U05042,Pelanggan_5042,Makassar,Premium
U05043,Pelanggan_5043,Jakarta,Premium
U05044,Pelanggan_5044,Jakarta,Pro
U05045,Pelanggan_5045,Surabaya,Pro
U05046,Pelanggan_5046,Jakarta,Basic
U05047,Pelanggan_5047,Medan,Pro
U05048,Pelanggan_5048,Medan,Basic
U05049,Pelanggan_5049,Bandung,Basic
U05050,Pelanggan_5050,Medan,Premium
U05051,Pelanggan_5051,Makassar,Pro
U05052,Pelanggan_5052,Jakarta,Basic
U05053,Pelanggan_5053,Makassar,Basic
U05054,Pelanggan_5054,Surabaya,Premium
U05055,Pelanggan_5055,Medan,Pro
U05056,Pelanggan_5056,Medan,Basic
U05057,Pelanggan_5057,Medan,Basic
U05058,Pelanggan_5058,Medan,Basic
U05059,Pelanggan_5059,Makassar,Pro
U05060,Pelanggan_5060,Medan,Premium
U05061,Pelanggan_5061,Makassar,Basic
U05062,Pelanggan_5062,Medan,Basic
U05063,Pelanggan_5063,Surabaya,Basic
U05064,Pelanggan_5064,Makassar,Basic
U05065,Pelanggan_5065,Surabaya,Pro
U05066,Pelanggan_5066,Makassar,Pro
U05067,Pelanggan_5067,Surabaya,Pro
U05068,Pelanggan_5068,Bandung,Basic
U05069,Pelanggan_5069,Jakarta,Premium
U05070,Pelanggan_5070,Surabaya,Premium
U05071,Pelanggan_5071,Medan,Pro
U05072,Pelanggan_5072,Surabaya,Basic
U05073,Pelanggan_5073,Makassar,Pro
U05074,Pelanggan_5074,Makassar,Basic
U05075,Pelanggan_5075,Jakarta,Basic
U05076,Pelanggan_5076,Makassar,Pro
U05077,Pelanggan_5077,Makassar,Premium
U05078,Pelanggan_5078,Surabaya,Basic
U05079,Pelanggan_5079,Bandung,Basic
U05080,Pelanggan_5080,Medan,Basic
U05081,Pelanggan_5081,Medan,Premium
U05082,Pelanggan_5082,Surabaya,Pro
U05083,Pelanggan_5083,Surabaya,Pro
U05084,Pelanggan_5084,Makassar,Pro
U05085,Pelanggan_5085,Bandung,Basic
U05086,Pelanggan_5086,Jakarta,Premium
U05087,Pelanggan_5087,Bandung,Premium
U05088,Pelanggan_5088,Bandung,Basic
U05089,Pelanggan_5089,Makassar,Premium
U05090,Pelanggan_5090,Bandung,Pro
U05091,Pelanggan_5091,Medan,Premium
U05092,Pelanggan_5092,Medan,Premium
U05093,Pelanggan_5093,Jakarta,Pro
U05094,Pelanggan_5094,Medan,Basic
U05095,Pelanggan_5095,Bandung,Premium
U05096,Pelanggan_5096,Bandung,Pro
U05097,Pelanggan_5097,Bandung,Pro
U05098,Pelanggan_5098,Jakarta,Pro
U05099,Pelanggan_5099,Medan,Basic
U05100,Pelanggan_5100,Jakarta,Basic
U05101,Pelanggan_5101,Makassar,Pro
U05102,Pelanggan_5102,Jakarta,Pro
U05103,Pelanggan_5103,Medan,Pro
U05104,Pelanggan_5104,Surabaya,Premium
U05105,Pelanggan_5105,Bandung,Basic
U05106,Pelanggan_5106,Jakarta,Pro
U05107,Pelanggan_5107,Surabaya,Pro
U05108,Pelanggan_5108,Surabaya,Basic
U05109,Pelanggan_5109,Bandung,Basic
U05110,Pelanggan_5110,Jakarta,Pro
U05111,Pelanggan_5111,Makassar,Basic
U05112,Pelanggan_5112,Bandung,Premium
U05113,Pelanggan_5113,Medan,Pro
U05114,Pelanggan_5114,Medan,Premium
U05115,Pelanggan_5115,Medan,Pro
U05116,Pelanggan_5116,Bandung,Basic
U05117,Pelanggan_5117,Jakarta,Basic
U05118,Pelanggan_5118,Makassar,Premium
U05119,Pelanggan_5119,Bandung,Premium
U05120,Pelanggan_5120,Makassar,Pro
U05121,Pelanggan_5121,Surabaya,Basic
U05122,Pelanggan_5122,Makassar,Basic
U05123,Pelanggan_5123,Makassar,Premium
U05124,Pelanggan_5124,Jakarta,Premium
U05125,Pelanggan_5125,Makassar,Premium
U05126,Pelanggan_5126,Jakarta,Pro
U05127,Pelanggan_5127,Medan,Basic
U05128,Pelanggan_5128,Bandung,Basic
U05129,Pelanggan_5129,Bandung,Pro
U05130,Pelanggan_5130,Makassar,Premium
U05131,Pelanggan_5131,Bandung,Pro
U05132,Pelanggan_5132,Jakarta,Premium
U05133,Pelanggan_5133,Medan,Premium
U05134,Pelanggan_5134,Makassar,Pro
U05135,Pelanggan_5135,Surabaya,Basic
U05136,Pelanggan_5136,Makassar,Premium
U05137,Pelanggan_5137,Bandung,Basic
U05138,Pelanggan_5138,Surabaya,Premium
U05139,Pelanggan_5139,Bandung,Basic
U05140,Pelanggan_5140,Jakarta,Basic
U05141,Pelanggan_5141,Medan,Pro
U05142,Pelanggan_5142,Bandung,Basic
U05143,Pelanggan_5143,Makassar,Pro
U05144,Pelanggan_5144,Makassar,Basic
U05145,Pelanggan_5145,Makassar,Pro
U05146,Pelanggan_5146,Jakarta,Premium
U05147,Pelanggan_5147,Jakarta,Basic
U05148,Pelanggan_5148,Medan,Basic
U05149,Pelanggan_5149,Bandung,Basic
U05150,Pelanggan_5150,Medan,Basic
U05151,Pelanggan_5151,Surabaya,Basic
U05152,Pelanggan_5152,Surabaya,Basic
U05153,Pelanggan_5153,Surabaya,Basic
U05154,Pelanggan_5154,Surabaya,Premium
U05155,Pelanggan_5155,Jakarta,Premium
U05156,Pelanggan_5156,Makassar,Pro
U05157,Pelanggan_5157,Medan,Pro
U05158,Pelanggan_5158,Makassar,Basic
U05159,Pelanggan_5159,Jakarta,Pro
U05160,Pelanggan_5160,Jakarta,Basic
U05161,Pelanggan_5161,Jakarta,Premium
U05162,Pelanggan_5162,Jakarta,Premium
U05163,Pelanggan_5163,Makassar,Basic
U05164,Pelanggan_5164,Surabaya,Premium
U05165,Pelanggan_5165,Makassar,Pro
U05166,Pelanggan_5166,Medan,Pro
U05167,Pelanggan_5167,Makassar,Basic
U05168,Pelanggan_5168,Bandung,Premium
U05169,Pelanggan_5169,Makassar,Pro
U05170,Pelanggan_5170,Medan,Premium
U05171,Pelanggan_5171,Medan,Premium
U05172,Pelanggan_5172,Surabaya,Premium
U05173,Pelanggan_5173,Makassar,Premium
U05174,Pelanggan_5174,Makassar,Premium
U05175,Pelanggan_5175,Surabaya,Pro
U05176,Pelanggan_5176,Bandung,Basic
U05177,Pelanggan_5177,Jakarta,Basic
U05178,Pelanggan_5178,Jakarta,Premium
U05179,Pelanggan_5179,Medan,Premium
U05180,Pelanggan_5180,Surabaya,Pro
U05181,Pelanggan_5181,Surabaya,Premium
U05182,Pelanggan_5182,Jakarta,Basic
U05183,Pelanggan_5183,Surabaya,Pro
U05184,Pelanggan_5184,Jakarta,Pro
U05185,Pelanggan_5185,Jakarta,Pro
U05186,Pelanggan_5186,Makassar,Pro
U05187,Pelanggan_5187,Surabaya,Premium
U05188,Pelanggan_5188,Jakarta,Premium
U05189,Pelanggan_5189,Medan,Premium
U05190,Pelanggan_5190,Bandung,Basic
U05191,Pelanggan_5191,Bandung,Premium
U05192,Pelanggan_5192,Jakarta,Pro
U05193,Pelanggan_5193,Jakarta,Basic
U05194,Pelanggan_5194,Bandung,Basic
U05195,Pelanggan_5195,Surabaya,Basic
U05196,Pelanggan_5196,Jakarta,Pro
U05197,Pelanggan_5197,Bandung,Basic
U05198,Pelanggan_5198,Medan,Basic
U05199,Pelanggan_5199,Surabaya,Premium
U05200,Pelanggan_5200,Makassar,Basic
U05201,Pelanggan_5201,Jakarta,Premium
U05202,Pelanggan_5202,Medan,Basic
U05203,Pelanggan_5203,Makassar,Premium
U05204,Pelanggan_5204,Bandung,Pro
U05205,Pelanggan_5205,Jakarta,Basic
U05206,Pelanggan_5206,Makassar,Basic
U05207,Pelanggan_5207,Surabaya,Basic
U05208,Pelanggan_5208,Jakarta,Premium
U05209,Pelanggan_5209,Jakarta,Basic
U05210,Pelanggan_5210,Bandung,Premium
U05211,Pelanggan_5211,Makassar,Basic
